Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Sweden,SWE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,52.8835
Sweden,SWE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,452077714777.655
Sweden,SWE,"Population, total",SP.POP.TOTL,9378126
Switzerland,CHE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,46.3246
Switzerland,CHE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,636285783946.788
Switzerland,CHE,"Population, total",SP.POP.TOTL,7824909
Syrian Arab Republic,SYR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,62.6918
Syrian Arab Republic,SYR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,34316469200.952
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,22482421
Tajikistan,TJK,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,3.071
Tajikistan,TJK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5896771269.65215
Tajikistan,TJK,"Population, total",SP.POP.TOTL,7652141
Tanzania,TZA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,7.3333
Tanzania,TZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,34828049320.6343
Tanzania,TZA,"Population, total",SP.POP.TOTL,44758488
Thailand,THA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,246.3596
Thailand,THA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,346967938038.265
Thailand,THA,"Population, total",SP.POP.TOTL,68579447
Timor-Leste,TLS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.3344
Timor-Leste,TLS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1296604299.77159
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1084679
Togo,TGO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,2.525
Togo,TGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4339580301.80856
Togo,TGO,"Population, total",SP.POP.TOTL,6732590
Tonga,TON,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.1262
Tonga,TON,GDP (constant 2015 US$),NY.GDP.MKTP.KD,392437239.050283
Tonga,TON,"Population, total",SP.POP.TOTL,107400
Trinidad and Tobago,TTO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,41.0228
Trinidad and Tobago,TTO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,23637278843.6027
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1317714
Tunisia,TUN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,27.731
Tunisia,TUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,42061674642.7812
Tunisia,TUN,"Population, total",SP.POP.TOTL,10765980
Turkiye,TUR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,312.1721
Turkiye,TUR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,619702577582.152
Turkiye,TUR,"Population, total",SP.POP.TOTL,73142150
Turkmenistan,TKM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,61.6532
Turkmenistan,TKM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,21701780648.8816
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,5564356
Turks and Caicos Islands,TCA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.0733
Turks and Caicos Islands,TCA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,865757988.836841
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,29739
Tuvalu,TUV,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0
Tuvalu,TUV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,30560852.5967582
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10614
Uganda,UGA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,3.7998
Uganda,UGA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,24896350765.3932
Uganda,UGA,"Population, total",SP.POP.TOTL,32390802
Ukraine,UKR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,315.9087
Ukraine,UKR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,106195352549.996
Ukraine,UKR,"Population, total",SP.POP.TOTL,46456003
United Arab Emirates,ARE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,171.9529
United Arab Emirates,ARE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,290792347835.845
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,6869838
United Kingdom,GBR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,500.7484
United Kingdom,GBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2684060544650.54
United Kingdom,GBR,"Population, total",SP.POP.TOTL,62766365
United States,USA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,5521.4993
United States,USA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16259610790677
United States,USA,"Population, total",SP.POP.TOTL,309378227
Uruguay,URY,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,6.4579
Uruguay,URY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,48857389210.184
Uruguay,URY,"Population, total",SP.POP.TOTL,3318580
Uzbekistan,UZB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,135.8014
Uzbekistan,UZB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,60876691748.3487
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,28385506
Vanuatu,VUT,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.1549
Vanuatu,VUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,680620638.703336
Vanuatu,VUT,"Population, total",SP.POP.TOTL,238248
"Venezuela, RB",VEN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,176.795
"Venezuela, RB",VEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,124819126240.736
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28813101
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,156.7839
Viet Nam,VNM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,177322478338.404
Viet Nam,VNM,"Population, total",SP.POP.TOTL,87455152
Virgin Islands (U.S.),VIR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,0.0002
Virgin Islands (U.S.),VIR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5110412753.46852
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108357
West Bank and Gaza,PSE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..
West Bank and Gaza,PSE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11082400000
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,3786161
"Yemen, Rep.",YEM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,26.3447
"Yemen, Rep.",YEM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,63038676060.5744
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,26754387
Zambia,ZMB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,3.2126
Zambia,ZMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,16527123087.7163
Zambia,ZMB,"Population, total",SP.POP.TOTL,13965594
Zimbabwe,ZWE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,10.0686
Zimbabwe,ZWE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14107304144.8004
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,13356548
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 02/24/2026,,,,
